Id,Назва організації,Назва програми,Тип програми,Назва етапу,Номер етапу,Обсяг,ProgramAmountUnitOfMeasure,Дата відправлення реєстру,Сформував,Статус,Область,Район,Населений пункт,Реєстраційний номер заявки,Дата рєстрації заявки,Реєстраційний номер,Дата реєстрації,Назва або ПІБ сільгосвиробника,Тип особи,Податковий номер,IBAN рахунку для виплат,Обсяг підтримки
254,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,6.0 Договір розірвано 2,Інші,2,Етап 2,106394.63,грн.,2024-04-08 09:31:58.591095,Мельник Віктор Петрович,Затверджено,СУМСЬКА ОБЛАСТЬ,КРАСНОПІЛЬСЬКИЙ РАЙОН,ПОРОЗОК,U1366-01907,2024-04-08 08:42:08.620366,2021-000800,2021-01-27 12:28:53.383000,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ АГРОФІРМА ""РОДИНА""",Юридична особа,03779515,234232342342423423423423423,612.97
254,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,6.0 Договір розірвано 2,Інші,2,Етап 2,106394.63,грн.,2024-04-08 09:31:58.591095,Мельник Віктор Петрович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,РОМАНІВ,U1366-01904,2024-04-08 08:37:42.790277,2020-000018,2020-02-21 14:17:35.602000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОМАНІВ""",Юридична особа,30740160,555555555555555555555555555,54800.42
254,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,6.0 Договір розірвано 2,Інші,2,Етап 2,106394.63,грн.,2024-04-08 09:31:58.591095,Мельник Віктор Петрович,Затверджено,,,,U1366-01902,2024-04-08 08:30:15.938787,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,333333333333333333333333333,72.61
254,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,6.0 Договір розірвано 2,Інші,2,Етап 2,106394.63,грн.,2024-04-08 09:31:58.591095,Мельник Віктор Петрович,Затверджено,ОДЕСЬКА ОБЛАСТЬ,,,U1366-01905,2024-04-08 08:39:00.317350,2024-004015,2024-03-29 10:49:22.925140,"ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ""ДМИТРІВСЬКЕ-2022""",Юридична особа,44518676,000006565650232200000548889,5071.27
254,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,6.0 Договір розірвано 2,Інші,2,Етап 2,106394.63,грн.,2024-04-08 09:31:58.591095,Мельник Віктор Петрович,Затверджено,ХАРКІВСЬКА ОБЛАСТЬ,НОВОВОДОЛАЗЬКИЙ РАЙОН,ФЕДОРІВКА,U1366-01901,2024-04-08 08:28:20.487984,2023-003002,2023-06-26 10:01:39.610831,ОБОДОВСЬКИЙ ЮРІЙ ДАНИЛОВИЧ,ФОП,2427900718,000065646546500000323230065,1009.06
254,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,6.0 Договір розірвано 2,Інші,2,Етап 2,106394.63,грн.,2024-04-08 09:31:58.591095,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,U1366-01900,2024-04-08 08:26:17.089565,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,000655656000065000654654646,5943
251,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,4.0 Договір розірвано 2,Інші,2,Етап 2,2039800,грн.,2024-04-01 12:53:46.920520,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,U1357-01886,2024-04-01 12:47:06.534701,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,999999999999999999999999999,1238800
251,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,4.0 Договір розірвано 2,Інші,2,Етап 2,2039800,грн.,2024-04-01 12:53:46.920520,Мельник Віктор Петрович,Затверджено,,,,U1357-01885,2024-04-01 12:41:02.138432,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,333333333333333333333333333,678000
251,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,4.0 Договір розірвано 2,Інші,2,Етап 2,2039800,грн.,2024-04-01 12:53:46.920520,Мельник Віктор Петрович,Затверджено,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,,U1357-01882,2024-04-01 09:54:00.640165,2020-000013,2020-02-05 16:43:33.405000,"СЕЛЯНСЬКЕ (ФЕРМЕРСЬКЕ) ГОСПОДАРСТВО ""ЕМАНУІЛ """,Юридична особа,30909920,333333333333335555555555555,123000
4,Укрдержфонд,"Підтримка виробників сільськогосподарської продукції за напрямом ""на один гектар земель сільськогосподарського призначення""",Надання грантів в рамках міжнародної фінансової допомоги,"Подача заявки та формування реєстру виплат за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 1,29500,грн.,2022-07-25 17:38:18.330813,Мельник Антон Назарович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,РОМАНІВ,Z009-00007,2022-07-25 17:35:33.063322,18,2020-02-21 14:17:35.602000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОМАНІВ""",Юридична особа,30740160,555555555555555555555555555,29500
5,Укрдержфонд,"Підтримка виробників сільськогосподарської продукції за напрямом ""на один гектар земель сільськогосподарського призначення""",Надання грантів в рамках міжнародної фінансової допомоги,"Подача заявки та формування реєстру виплат за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 1,35000,грн.,2022-07-25 19:29:41.868536,Мельник Антон Назарович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,РОМАНІВ,Z009-00008,2022-07-25 19:10:25.223756,18,2020-02-21 14:17:35.602000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РОМАНІВ""",Юридична особа,30740160,555555555555555555555555555,35000
257,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,7.0 Договір розірвано 2,Інші,2,Етап 2,7025.22,грн.,2024-04-10 13:42:10.833502,Мельник Віктор Петрович,Затверджено,ХАРКІВСЬКА ОБЛАСТЬ,НОВОВОДОЛАЗЬКИЙ РАЙОН,ФЕДОРІВКА,U1373-01924,2024-04-10 13:38:20.605346,2023-003002,2023-06-26 10:01:39.610831,ОБОДОВСЬКИЙ ЮРІЙ ДАНИЛОВИЧ,ФОП,2427900718,000065646546500000323230011,1009.06
257,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,7.0 Договір розірвано 2,Інші,2,Етап 2,7025.22,грн.,2024-04-10 13:42:10.833502,Мельник Віктор Петрович,Затверджено,,,,U1373-01925,2024-04-10 13:39:00.019274,2020-000009,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,000003213130000009843216546,72.61
257,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,7.0 Договір розірвано 2,Інші,2,Етап 2,7025.22,грн.,2024-04-10 13:42:10.833502,Мельник Віктор Петрович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МОСТИСЬКИЙ РАЙОН,ЛИПНИКИ,U1373-01923,2024-04-10 13:37:11.165986,2020-000136,2020-02-21 12:36:40.569000,"СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МИР""",Юридична особа,03374758,000655656000065000654654622,5943.55
233,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,[LST-2] Бюджетна субсидія на одиницю оброблюваних угідь (1 га) (Копія 2) (Копія 2) (Копія 2) (Копія 4),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"Формування та затвердження Переліку отримувачів за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 3,372000,грн.,2024-01-22 09:59:55.599567,Мельник Віктор Петрович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,,,U972-01249,2023-06-26 11:44:22.395767,2020-000308,2020-02-14 12:12:06.307000,"ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ""ГОЛАНД""",Юридична особа,41692591,123123123121231212312312312,372000
6,Укрдержфонд,"Підтримка виробників сільськогосподарської продукції за напрямом ""утримання корів усіх напрямів продуктивності""",Надання грантів в рамках міжнародної фінансової допомоги,"Подача заявки та формування реєстру виплат за напрямом ""утримання корів усіх напрямів продуктивності""",Етап 1,245000,грн.,2022-07-25 19:31:04.875103,Мельник Антон Назарович,Затверджено,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,КЛИШКИ,Z010-00009,2022-07-25 19:12:08.771790,1034,2022-07-25 18:16:28.188120,ЖИДЧЕНКО ВАЛЕРІЙ МИКОЛАЙОВИЧ,ФОП,30869071,333333333333333333333333333,245000
7,Укрдержфонд,"Підтримка виробників сільськогосподарської продукції за напрямом ""на один гектар земель сільськогосподарського призначення""",Надання грантів в рамках міжнародної фінансової допомоги,"Подача заявки та формування реєстру виплат за напрямом ""на один гектар земель сільськогосподарського призначення""",Етап 1,43400,грн.,2022-07-28 08:48:20.325754,Мельник Антон Назарович,Затверджено,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,,Z009-00015,2022-07-28 08:33:03.325438,396,2020-02-13 15:56:29.568000,"ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ""ЕКО-ТУР""",Юридична особа,36716772,555555555555555555555555555,43400
255,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,6.0 Договір розірвано 2,Інші,2,Етап 2,345345,грн.,2024-04-08 10:42:12.501236,Мельник Віктор Петрович,Затверджено,СУМСЬКА ОБЛАСТЬ,БІЛОПІЛЬСЬКИЙ РАЙОН,МИКОЛАЇВКА,U1366-01908,2024-04-08 08:42:59.789738,2023-002831,2023-04-07 08:58:22.427419,Панасенко Николай Сергійович,ФОП,3359714431,565656565656676676767878787,345345
10,Укрдержфонд,"Підтримка виробників сільськогосподарської продукції за напрямом ""утримання корів усіх напрямів продуктивності""",Надання грантів в рамках міжнародної фінансової допомоги,"Подача заявки та формування реєстру виплат за напрямом ""утримання корів усіх напрямів продуктивності""",Етап 1,459999.54,грн.,2022-08-02 17:27:17.615093,Мельник Антон Назарович,Затверджено,ЛЬВІВСЬКА ОБЛАСТЬ,МІСТА ОБЛАСНОГО ПІДПОРЯДКУВАННЯ ЛЬВІВСЬКОЇ ОБЛАСТІ,,Z019-00019,2022-08-02 17:24:47.850967,1035,2022-07-25 18:22:19.331819,Ватагович Іванович Михайло,ФОП,43962276,332323232323232323232323232,459999.54
11,Укрдержфонд,"Підтримка виробників сільськогосподарської продукції за напрямом ""утримання корів усіх напрямів продуктивності""",Надання грантів в рамках міжнародної фінансової допомоги,"Подача заявки та формування реєстру виплат за напрямом ""утримання корів усіх напрямів продуктивності""",Етап 1,26658.99,грн.,2022-08-03 07:38:35.994230,Мельник Антон Назарович,Затверджено,,,,Z018-00020,2022-08-03 07:34:17.881908,9,2020-02-17 10:43:02.855000,МОЛЧАН СВІТЛАНА СТЕПАНІВНА,Фізична особа,2266123662,123213213123213213213123787,26658.99
13,Укрдержфонд,новий реєстр 1 га,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (новий реєстр 1 га),Етап 3,3343,грн.,2022-08-23 16:50:36.270856,Мельник Антон Назарович,Затверджено,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,,Z045-00027,2022-08-23 16:46:22.386676,2020-000013,2020-02-05 16:43:33.405000,"СЕЛЯНСЬКЕ (ФЕРМЕРСЬКЕ) ГОСПОДАРСТВО ""ЕМАНУІЛ """,Юридична особа,30909920,123123123212312312312312312,3343
12,Укрдержфонд,[wf 22.08.22] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Формування та затвердження Переліку отримувачів  (за напрямом 1 га),Етап 3,433000,грн.,2022-08-23 14:50:16.725654,Мельник Антон Назарович,Затверджено,ПОЛТАВСЬКА ОБЛАСТЬ,РАЙОНИ М.ПОЛТАВИ,КИЇВСЬКИЙ,Z040-00026,2022-08-23 14:27:30.535708,2021-000989,2021-06-04 20:14:19.734000,Копча Вадим Володимирович,ФОП,3485105071,234324324234234234234234234,372000
