NameProgram,TypeProgram,LegalForm,Id,Region,District,DrfoCode,CreateAt,organization,DesiredAmount,ProvidedAmount,Area,LandParcelCount,QuantityAnimal,AnimalCount
[03] Утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,1136,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,ХМЕЛЬНИЦЬКИЙ РАЙОН,3131418002,2023-04-16,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",5300,0,,0,,0
[03] Утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,1837,ЧЕРНІГІВСЬКА ОБЛАСТЬ,НОВГОРОД-СІВЕРСЬКИЙ РАЙОН,426720103223,2023-04-04,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",65645,0,137.33669999999992,131,,0
[03] Утримання корів  (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,983,ЗАПОРІЗЬКА ОБЛАСТЬ,БЕРДЯНСЬКИЙ РАЙОН,3422509759,2023-03-06,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",200000,0,5.3043,1,,0
[03] Утримання корів  (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1035,ЛЬВІВСЬКА ОБЛАСТЬ,СТРИЙСЬКИЙ РАЙОН,43962276,2023-04-03,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",212312,0,0.355,1,790,790
[03] Утримання корів  (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,2555,Не визначений,Не визначений,638118942175758993,2023-03-06,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",15900,0,,0,,0
[03] Утримання корів  (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,2596,Не визначений,Не визначений,638127511688311581,2023-03-10,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",1000000,0,,0,,0
[03] Утримання корів  (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-03-08,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",1000000,0,466.4522500000001,122,,0
[03] Утримання корів  (Копія 1),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,396,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,36716772,2023-03-28,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",20,0,27.814999999999998,10,,0
[03] Утримання корів  (Копія 2),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,983,ЗАПОРІЗЬКА ОБЛАСТЬ,БЕРДЯНСЬКИЙ РАЙОН,3422509759,2023-03-06,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",2000000,0,5.3043,1,,0
[03] Утримання корів  (Копія 2),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1666,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,ХМЕЛЬНИЦЬКИЙ РАЙОН,638009422216466003,2023-03-13,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",21200,0,,0,,0
[03] Утримання корів  (Копія 2),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,2499,ЖИТОМИРСЬКА ОБЛАСТЬ,БЕРДИЧІВСЬКИЙ РАЙОН,638098269044631471,2023-03-24,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",21200,0,,0,,0
[03] Утримання корів  (Копія 2),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,2541,ЗАКАРПАТСЬКА ОБЛАСТЬ,БЕРЕГІВСЬКИЙ РАЙОН,638113934619375340,2023-03-07,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",10000,0,,0,,0
[03] Утримання корів  (Копія 2),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,2555,Не визначений,Не визначений,638118942175758993,2023-03-09,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",15900,0,,0,,0
[03] Утримання корів  (Копія 2),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Юридична особа,18,ВОЛИНСЬКА ОБЛАСТЬ,ЛУЦЬКИЙ РАЙОН,4307401607,2023-03-07,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",20000000,0,1046.1812999999993,335,1395,1395
[03] Утримання корів  (Копія 3),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,2626,РІВНЕНСЬКА ОБЛАСТЬ,САРНЕНСЬКИЙ РАЙОН,638133046152478182,2023-03-07,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",15900,0,,0,,0
[03] Утримання корів  (Копія 3),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1064,ЖИТОМИРСЬКА ОБЛАСТЬ,НОВОГРАД-ВОЛИНСЬКИЙ РАЙОН,2515707318,2023-03-06,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",20000000,0,,0,,0
[03] Утримання корів  (Копія 4),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,2626,РІВНЕНСЬКА ОБЛАСТЬ,САРНЕНСЬКИЙ РАЙОН,638133046152478182,2023-05-06,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",15900,0,,0,,0
[03] Утримання корів  (Копія 4),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,2541,ЗАКАРПАТСЬКА ОБЛАСТЬ,БЕРЕГІВСЬКИЙ РАЙОН,638113934619375340,2023-03-09,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",1000,0,,0,,0
[03] Утримання корів  (Копія 5),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1064,ЖИТОМИРСЬКА ОБЛАСТЬ,НОВОГРАД-ВОЛИНСЬКИЙ РАЙОН,2515707318,2023-03-06,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",200000,0,,0,,0
[03] Утримання корів  (Копія 5),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1339,КІРОВОГРАДСЬКА ОБЛАСТЬ,ГОЛОВАНІВСЬКИЙ РАЙОН,637996047104695746,2023-03-09,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",15900,0,,0,,0
[03] Утримання корів  (Копія 5),Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1373,Не визначений,Не визначений,637996075100436973,2023-03-11,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",26500,0,,0,,0
[04]  A highly accessible,Надання грантів в рамках міжнародної фінансової допомоги,Фізична особа,9,ЛУГАНСЬКА ОБЛАСТЬ,ДОВЖАНСЬКИЙ РАЙОН,2266123662,2023-01-19,Укрдержфонд,23400,0,0.7261,1,5,5
[04]  A highly accessible,Надання грантів в рамках міжнародної фінансової допомоги,ФОП,1034,СУМСЬКА ОБЛАСТЬ,ШОСТКИНСЬКИЙ РАЙОН,477778899008888,2023-01-19,Укрдержфонд,6226,0,1231.7339299999974,704,206,206
[04]  A highly accessible,Надання грантів в рамках міжнародної фінансової допомоги,Юридична особа,13,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,30909920,2023-01-19,Укрдержфонд,2300,0,466.4522500000001,122,,0
[04]  A highly accessible,Надання грантів в рамках міжнародної фінансової допомоги,Юридична особа,136,ЛЬВІВСЬКА ОБЛАСТЬ,ЯВОРІВСЬКИЙ РАЙОН,8337475828,2023-01-19,Укрдержфонд,3400,2344,129.2039,120,97,97
[04] Утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Фізична особа,2039,Не визначений,Не визначений,638034856685832615,2023-05-24,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",21200,0,,0,,0
[04] Утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1035,ЛЬВІВСЬКА ОБЛАСТЬ,СТРИЙСЬКИЙ РАЙОН,43962276,2023-03-13,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",20000000,0,0.355,1,790,790
[04] Утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1064,ЖИТОМИРСЬКА ОБЛАСТЬ,НОВОГРАД-ВОЛИНСЬКИЙ РАЙОН,2515707318,2023-03-11,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",200000000,0,,0,,0
[04] Утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,1825,ОДЕСЬКА ОБЛАСТЬ,ПОДІЛЬСЬКИЙ РАЙОН,638024593235762082,2023-03-13,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",42300,0,,0,,0
[04] Утримання корів ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,ФОП,2339,ЛЬВІВСЬКА ОБЛАСТЬ,САМБІРСЬКИЙ РАЙОН,638052733100089817,2023-03-24,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",21200,0,,0,,0
